province;red;green;blue;x;x
7889;12;132;0;Ruyujvic;x
7890;11;132;0;Tajadu;x
7891;5;132;0;Qivjozve;x
7892;4;132;0;Teflekkepoj;x
7893;3;132;0;Xohe;x
7894;1;132;0;Lepipesa;x
7895;255;131;0;Suqyeqozxir;x
7896;249;131;0;Daxsar;x
7897;247;131;0;Qenqoso;x
7898;242;131;0;Mizopezzogland;x
7899;222;131;0;Yahi;x
7900;217;131;0;Hikisukqe;x
7901;208;131;0;Bagqufalo;x
7902;195;131;0;Jobip;x
7903;186;131;0;Bezkebpihes;x
7904;185;131;0;Rildemdawan;x
7905;170;131;0;Roytufvaz;x
7906;165;131;0;Norhazus;x
7907;161;131;0;Hijte;x
7908;152;131;0;Ciksuduke;x
7909;149;131;0;Durosjapef;x
7910;147;131;0;Huyjatxaqu;x
7911;145;131;0;Cexeto;x
7912;144;131;0;Wadqusci;x
7913;139;131;0;Dilexru;x
7914;136;131;0;Waxvegba;x
7915;134;131;0;Covvapyokil;x
7916;131;131;0;Ter;x
7917;129;131;0;Yi;x
7918;126;131;0;Rekqaqussup;x
7919;123;131;0;Yasomofva;x
7920;119;131;0;Wavan;x
7921;117;131;0;Naqice;x
7922;115;131;0;Xosixi;x
7923;106;131;0;Yizland;x
7924;104;131;0;Pixeve;x
7925;100;131;0;Feland;x
7926;94;131;0;Roraland;x
7927;93;131;0;Kemwip;x
7928;88;131;0;Xiwvaggo;x
7929;84;131;0;Yoror;x
7930;79;131;0;Rokiyuzrot;x
7931;76;131;0;Sigufasubland;x
7932;72;131;0;Tenemnid;x
7933;70;131;0;Yifwupusle;x
7934;69;131;0;Moyegiv;x
7935;68;131;0;Loce;x
7936;59;131;0;Cefo;x
7937;54;131;0;Tihyuwuncotaf;x
7938;53;131;0;Badtihel;x
7939;52;131;0;Ginzubresi;x
7940;50;131;0;Suhbimir;x
7941;49;131;0;Cutgayi;x
7942;46;131;0;Nojland;x
7943;42;131;0;Vi;x
7944;32;131;0;Jo;x
7945;29;131;0;Wapadeye;x
7946;23;131;0;Teniland;x
7947;20;131;0;Gonyacoland;x
7948;12;131;0;Hijsawey;x
7949;11;131;0;Wiqheb;x
7950;6;131;0;Quve;x
7951;250;130;0;Hiqnefi;x
7952;241;130;0;Wirapqu;x
7953;229;130;0;Zikdejiqip;x
7954;225;130;0;Wadixse;x
7955;224;130;0;Mumyakkejim;x
7956;211;130;0;Nezgoy;x
7957;209;130;0;Deqcukicyehco;x
7958;208;130;0;Jegkovti;x
7959;206;130;0;Hifuq;x
7960;205;130;0;Rolugeqwe;x
7961;203;130;0;Tedvoyodcej;x
7962;200;130;0;Ronahho;x
7963;196;130;0;Rizsexfeqniland;x
7964;193;130;0;Yijuno;x
7965;189;130;0;Yepracagoj;x
7966;180;130;0;Betye;x
7967;174;130;0;Jizojlu;x
7968;173;130;0;Rusland;x
7969;171;130;0;Dori;x
7970;164;130;0;Waqfipmej;x
7971;163;130;0;Tubidebaz;x
7972;152;130;0;Wowafusetuq;x
7973;143;130;0;Vanahgej;x
7974;130;130;0;Fuyuyapsod;x
7975;127;130;0;Gitiqle;x
7976;126;130;0;Lekemmokrog;x
7977;125;130;0;Qirdudniz;x
7978;120;130;0;Hel;x
7979;107;130;0;Zovwowiwoqwo;x
7980;101;130;0;Rolada;x
7981;100;130;0;Rallit;x
7982;96;130;0;Cumuriland;x
7983;95;130;0;Jemtuke;x
7984;94;130;0;Nuw;x
7985;83;130;0;Soqofdilezib;x
7986;79;130;0;Morzijmu;x
7987;75;130;0;Zeppu;x
7988;70;130;0;Fimxirpop;x
7989;69;130;0;Lorra;x
7990;68;130;0;Vicapigafu;x
7991;66;130;0;Todcuxov;x
7992;50;130;0;Tabpol;x
7993;32;130;0;Ledsezubpi;x
7994;29;130;0;Vesewisob;x
7995;28;130;0;Yapixu;x
7996;26;130;0;Gasdoc;x
7997;16;130;0;Gaver;x
7998;6;130;0;Sityu;x
7999;3;130;0;Kohekemu;x
8000;0;130;0;Wiykoz;x
8001;245;129;0;Lomqi;x
8002;240;129;0;Qolcoli;x
8003;212;129;0;Cabjeybi;x
8004;210;129;0;Zumtivuk;x
8005;209;129;0;Sitziqi;x
8006;201;129;0;Simuto;x
8007;200;129;0;Hikovhijyex;x
8008;192;129;0;Lavetkuyo;x
8009;188;129;0;Mawno;x
8010;187;129;0;Hoywohqup;x
8011;183;129;0;Bopaqqa;x
8012;177;129;0;Xaxdadpa;x
8013;167;129;0;Bibnahab;x
8014;163;129;0;Necopmukxux;x
8015;160;129;0;Vafavgol;x
8016;155;129;0;Ruf;x
8017;142;129;0;Defguyxegofih;x
8018;141;129;0;Qadpaxif;x
8019;140;129;0;Towahte;x
8020;138;129;0;Dasdahfidyev;x
8021;137;129;0;Gebosru;x
8022;130;129;0;Kowecjiy;x
8023;126;129;0;Cacavow;x
8024;96;129;0;Xelsuyi;x
8025;93;129;0;Yoc;x
8026;87;129;0;Fejiqfavland;x
8027;83;129;0;Mivaxo;x
8028;80;129;0;Heryupuhnok;x
8029;77;129;0;Divmekro;x
8030;76;129;0;Viweh;x
8031;74;129;0;Tucvedde;x
8032;68;129;0;Hayofaz;x
8033;61;129;0;Diyerim;x
8034;43;129;0;Vidlutfajodad;x
8035;41;129;0;Lajuwos;x
8036;35;129;0;Joluji;x
8037;32;129;0;Nofiquqow;x
8038;27;129;0;Yugihovyo;x
8039;22;129;0;Zankatqiland;x
8040;21;129;0;Jugabli;x
8041;14;129;0;Nasdorotriq;x
8042;13;129;0;Qafvidaland;x
8043;6;129;0;Togmivxajqakland;x
8044;1;129;0;Kuwoviv;x
8045;251;128;0;Rudja;x
8046;247;128;0;Rutohaland;x
8047;229;128;0;Fujo;x
8048;226;128;0;Vovkefqe;x
8049;221;128;0;Wehga;x
8050;217;128;0;Bitqa;x
8051;211;128;0;Xavjuh;x
8052;207;128;0;Hatobu;x
8053;194;128;0;Cawtasohi;x
8054;192;128;0;Tifemfifhonil;x
8055;188;128;0;Ciwulwub;x
8056;185;128;0;Lolqepobiw;x
8057;178;128;0;Mebumgu;x
8058;174;128;0;Fihijejzir;x
8059;172;128;0;Zaxibecnimox;x
8060;170;128;0;Xibkispewega;x
8061;167;128;0;Daysolijohuk;x
8062;166;128;0;Paxitqibziland;x
8063;163;128;0;Cehronviv;x
8064;157;128;0;Qinida;x
8065;154;128;0;Vomcob;x
8066;153;128;0;Qagis;x
8067;146;128;0;Hamdoy;x
8068;138;128;0;Fexare;x
8069;135;128;0;Ladkelhe;x
8070;133;128;0;Bakoyeqoy;x
8071;132;128;0;Castinkek;x
8072;129;128;0;Zoju;x
8073;128;128;0;Depwodomwojland;x
8074;126;128;0;Qeyezqiv;x
8075;120;128;0;Geszetu;x
8076;117;128;0;Rudulna;x
8077;116;128;0;Zahoxo;x
8078;115;128;0;Kocadhu;x
8079;113;128;0;Yuzexpuf;x
8080;92;128;0;Saland;x
8081;86;128;0;Potuv;x
8082;78;128;0;Vuxtotcawoc;x
8083;73;128;0;Vernip;x
8084;72;128;0;Losfiv;x
8085;71;128;0;Rupsadxo;x
8086;70;128;0;Singaqpecland;x
8087;69;128;0;Lemuy;x
8088;65;128;0;Jukedtelkuv;x
8089;56;128;0;Wejcifcuvex;x
8090;54;128;0;Midifvukvo;x
8091;53;128;0;Wubtahazi;x
8092;51;128;0;Seyimsu;x
8093;45;128;0;Cuhki;x
8094;44;128;0;Bexvofnu;x
8095;41;128;0;Quxxoxo;x
8096;28;128;0;Lucnalap;x
8097;24;128;0;Xoluvta;x
8098;15;128;0;Cikuz;x
8099;12;128;0;Bisida;x
8100;5;128;0;Hehgihudoq;x
8101;255;127;0;Zeqva;x
8102;250;127;0;Nowog;x
8103;249;127;0;Geddosyad;x
8104;245;127;0;Vitefa;x
8105;241;127;0;Milvapva;x
8106;238;127;0;Lidsipiktoq;x
8107;231;127;0;Bixuwkoqog;x
8108;222;127;0;Jabcu;x
8109;218;127;0;Retayep;x
8110;214;127;0;Pefugeysu;x
8111;206;127;0;Dedewden;x
8112;197;127;0;Fuwdoxresiland;x
8113;194;127;0;Zebeqalland;x
8114;188;127;0;Luckupu;x
8115;182;127;0;Zewcubic;x
8116;173;127;0;Guggegperne;x
8117;172;127;0;Zowedmeland;x
8118;166;127;0;Daljusxipxa;x
8119;142;127;0;Noh;x
8120;136;127;0;Refewjac;x
8121;126;127;0;Lulrapo;x
8122;125;127;0;Rilhekdi;x
8123;118;127;0;Nefucu;x
8124;117;127;0;Pizhabevip;x
8125;116;127;0;Zurjiland;x
8126;113;127;0;Cavoqjotnu;x
8127;112;127;0;Duhodsoxkuz;x
8128;111;127;0;Fefkukazteland;x
8129;103;127;0;Qo;x
8130;98;127;0;Qoqahes;x
8131;90;127;0;Borinivu;x
8132;89;127;0;Foczopowa;x
8133;88;127;0;Mifbepo;x
8134;86;127;0;Kuxyuvsisaland;x
8135;84;127;0;Peba;x
8136;80;127;0;Mum;x
8137;74;127;0;Juygadu;x
8138;72;127;0;Xangor;x
8139;71;127;0;Yiqo;x
8140;60;127;0;Geri;x
8141;56;127;0;Memopu;x
8142;55;127;0;Gikrirevfik;x
8143;53;127;0;Pisey;x
8144;48;127;0;Koguyojsav;x
8145;47;127;0;Juve;x
8146;46;127;0;Tibfe;x
8147;40;127;0;Xibavu;x
8148;38;127;0;Raynigdilu;x
8149;34;127;0;Lajpopsa;x
8150;29;127;0;Hutato;x
8151;26;127;0;Seyjed;x
8152;23;127;0;Pobuta;x
8153;20;127;0;Rolemrin;x
8154;17;127;0;Gocegu;x
8155;14;127;0;Bocwobmiciq;x
8156;6;127;0;Gowfiyiqlub;x
8157;254;126;0;Qu;x
8158;252;126;0;Miqav;x
8159;243;126;0;Sivonan;x
8160;240;126;0;Cefsex;x
8161;236;126;0;Nusevqig;x
8162;222;126;0;Suqito;x
8163;217;126;0;Judupzur;x
8164;212;126;0;Watoy;x
8165;211;126;0;Gogi;x
8166;202;126;0;Qom;x
8167;198;126;0;Fopdosxerrevqef;x
8168;197;126;0;Ke;x
8169;196;126;0;Diqe;x
8170;185;126;0;Wekqidpu;x
8171;173;126;0;Yetivaxxoland;x
8172;169;126;0;Wesmivza;x
8173;160;126;0;Gayjehgo;x
8174;153;126;0;Biqutofver;x
8175;151;126;0;Vehbu;x
8176;150;126;0;Juzejo;x
8177;149;126;0;Rida;x
8178;145;126;0;Yihbumo;x
8179;139;126;0;Sufit;x
8180;136;126;0;Gesalbe;x
8181;129;126;0;Qalpoqva;x
8182;125;126;0;Niragxa;x
8183;124;126;0;Det;x
8184;118;126;0;Yotzugpi;x
8185;115;126;0;Piflucjucob;x
8186;109;126;0;Mewwugi;x
8187;102;126;0;Beg;x
8188;99;126;0;Geppoyjapux;x
8189;94;126;0;Ricuhuq;x
8190;90;126;0;Waxevkadej;x
8191;88;126;0;Zulcexox;x
8192;87;126;0;Kewwukven;x
8193;84;126;0;Dokepnowve;x
8194;83;126;0;Vecozxivus;x
8195;76;126;0;Wihxitko;x
8196;71;126;0;Pisemet;x
8197;70;126;0;Liwkin;x
8198;65;126;0;Gapasom;x
8199;64;126;0;Xiqaga;x
8200;62;126;0;Huslosagi;x
8201;46;126;0;Yaduwgo;x
8202;40;126;0;Dibkacland;x
8203;29;126;0;Zuqayjus;x
8204;27;126;0;Munqezfabkey;x
8205;24;126;0;Qahri;x
8206;18;126;0;Minucex;x
8207;12;126;0;Xaqyujdic;x
8208;11;126;0;Yid;x
8209;10;126;0;Lamgaqsebvi;x
8210;6;126;0;Facascazi;x
8211;5;126;0;Jesed;x
8212;4;126;0;Pinyumuj;x
8213;252;125;0;Zefowcog;x
8214;250;125;0;Yumazpescul;x
8215;248;125;0;Wupbuyhestez;x
8216;240;125;0;Sapkucsum;x
8217;238;125;0;Xevde;x
8218;236;125;0;Luqanmux;x
8219;234;125;0;Qekaxel;x
8220;221;125;0;Cerbezudzow;x
8221;215;125;0;Farruy;x
8222;205;125;0;Fivoxa;x
8223;203;125;0;Yoptapecxubleb;x
8224;201;125;0;Dejkayuw;x
8225;192;125;0;Senajtaxdexka;x
8226;179;125;0;Wuqdisig;x
8227;175;125;0;Luwwicug;x
8228;173;125;0;Vudtavjin;x
8229;172;125;0;Zigemti;x
8230;166;125;0;Pekkogkokda;x
8231;159;125;0;Conwewmeland;x
8232;153;125;0;Sopfobsegfi;x
8233;152;125;0;Bowohezufzip;x
8234;147;125;0;Xukle;x
8235;146;125;0;Vaxuvvub;x
8236;145;125;0;Jiflexkezlayland;x
8237;144;125;0;Yuzkumve;x
8238;139;125;0;Keja;x
8239;129;125;0;Yabota;x
8240;126;125;0;Yapxuzohe;x
8241;109;125;0;Kefod;x
8242;105;125;0;Mewnazokuq;x
8243;101;125;0;Wepeheh;x
8244;99;125;0;Murwugqoberem;x
8245;96;125;0;Debbuwi;x
8246;93;125;0;Cezpacxo;x
8247;82;125;0;Votremirko;x
8248;81;125;0;Zihu;x
8249;76;125;0;Pivoj;x
8250;73;125;0;Zaqri;x
8251;67;125;0;Solevme;x
8252;58;125;0;Maluskinpimland;x
8253;41;125;0;Cajimki;x
8254;40;125;0;Rekkobvofgaj;x
8255;39;125;0;Feser;x
8256;31;125;0;Fojonnacmes;x
8257;29;125;0;Jemzo;x
8258;25;125;0;Solupig;x
8259;16;125;0;Qarsafpo;x
8260;248;124;0;Fazsendi;x
8261;244;124;0;Vazbotox;x
8262;242;124;0;Vuqixu;x
8263;234;124;0;Yugpexni;x
8264;223;124;0;Qoten;x
8265;222;124;0;Bu;x
8266;220;124;0;Luwuvcoyur;x
8267;219;124;0;Vavxiqayzo;x
8268;218;124;0;Nubuqub;x
8269;213;124;0;Keti;x
8270;206;124;0;Lebfoha;x
8271;197;124;0;Sigufla;x
8272;191;124;0;Yulcan;x
8273;176;124;0;Ditzog;x
8274;175;124;0;Quwotni;x
8275;168;124;0;Remmurzetov;x
8276;167;124;0;Sukojjez;x
8277;162;124;0;Qiqitwiv;x
8278;140;124;0;Fizessojfij;x
8279;139;124;0;Cegkogey;x
8280;134;124;0;Mijon;x
8281;126;124;0;Xagod;x
8282;123;124;0;Corjiqafjuq;x
8283;122;124;0;Mopaghe;x
8284;105;124;0;Xuqewyiples;x
8285;97;124;0;Hajjezkip;x
8286;93;124;0;Yolorhusid;x
8287;87;124;0;Wi;x
8288;85;124;0;Zijazaci;x
8289;79;124;0;Bupxox;x
8290;74;124;0;Hoyip;x
8291;69;124;0;Cumimlericland;x
8292;63;124;0;Jojyomxa;x
8293;59;124;0;Bibayeduy;x
8294;53;124;0;Ro;x
8295;45;124;0;Lobqiyoq;x
8296;43;124;0;Son;x
8297;42;124;0;Xibuytoqu;x
8298;25;124;0;Pipkenvuland;x
8299;8;124;0;Yohrojimpit;x
8300;4;124;0;Libe;x
8301;3;124;0;Sagdi;x
8302;251;123;0;Cevbe;x
8303;245;123;0;Yemuwet;x
8304;239;123;0;Luclemqacsihi;x
8305;238;123;0;Gobakfinusa;x
8306;230;123;0;Qudcove;x
8307;229;123;0;Wuncit;x
8308;228;123;0;Haqsavutzul;x
8309;221;123;0;Qavukgusawi;x
8310;219;123;0;Hegjukeklo;x
8311;212;123;0;Latersesland;x
8312;210;123;0;Vigocip;x
8313;206;123;0;Vephupcolodriz;x
8314;198;123;0;Larbejadca;x
8315;195;123;0;Hitlawal;x
8316;192;123;0;Rihapri;x
8317;187;123;0;Tohiqfan;x
8318;184;123;0;Donehre;x
8319;183;123;0;Nilmitxixwa;x
8320;181;123;0;Fotsajboyexbej;x
8321;174;123;0;Sukihno;x
8322;170;123;0;Dangomnovipuv;x
8323;169;123;0;Cevuroj;x
8324;167;123;0;Jovsamum;x
8325;163;123;0;Kaf;x
8326;161;123;0;Xuba;x
8327;159;123;0;Xisevsa;x
8328;150;123;0;Rigobvomposki;x
8329;148;123;0;Mevoj;x
8330;146;123;0;Vaweyqal;x
8331;142;123;0;Kaddovovpamland;x
8332;138;123;0;Vibne;x
8333;135;123;0;Kawxalemto;x
8334;134;123;0;Wobibki;x
8335;133;123;0;Wibco;x
8336;125;123;0;Cusiymuland;x
8337;123;123;0;Yilbengo;x
8338;122;123;0;Weloktiqbo;x
8339;115;123;0;Yomzaxumpo;x
8340;112;123;0;Kelyowyeti;x
8341;111;123;0;Vipkatiland;x
8342;98;123;0;Lugsafwe;x
8343;94;123;0;Quvrijub;x
8344;90;123;0;Fijco;x
8345;78;123;0;Codiqijdav;x
8346;77;123;0;Vasruyex;x
8347;73;123;0;Xehedti;x
8348;65;123;0;Pepwoqmur;x
8349;61;123;0;Ruxtobkepland;x
8350;49;123;0;Ke;x
8351;44;123;0;Mi;x
8352;37;123;0;Kayhagumtex;x
8353;35;123;0;Mexejeq;x
8354;24;123;0;Yobbihaf;x
8355;22;123;0;Josxed;x
8356;6;123;0;Tegyevzupzi;x
8357;254;122;0;Semfiwqe;x
8358;249;122;0;Wo;x
8359;230;122;0;Xevemab;x
8360;227;122;0;Xasak;x
8361;226;122;0;Xeryum;x
8362;221;122;0;Jare;x
8363;219;122;0;Godvew;x
8364;212;122;0;Duvyupuzub;x
8365;207;122;0;Gofayland;x
8366;197;122;0;Kefrifeg;x
8367;185;122;0;Sorsa;x
8368;181;122;0;Xesgew;x
8369;173;122;0;Kaje;x
8370;171;122;0;Cunenoyland;x
8371;166;122;0;Xeztudra;x
8372;163;122;0;Buyguqheheb;x
8373;156;122;0;Fejbimbetu;x
8374;154;122;0;Xoynahlad;x
8375;130;122;0;Kaxgicimgatax;x
8376;127;122;0;Bobaffaffu;x
8377;126;122;0;Nofminawapland;x
8378;116;122;0;Kawsan;x
8379;109;122;0;Meland;x
8380;107;122;0;Vak;x
8381;97;122;0;Qanseywix;x
8382;95;122;0;Deyixyedag;x
8383;94;122;0;Ludoyzeh;x
8384;93;122;0;Wosowug;x
8385;90;122;0;Libopu;x
8386;88;122;0;Jixo;x
8387;85;122;0;Kannaketirwub;x
8388;82;122;0;Jinicquw;x
8389;76;122;0;Voviyob;x
8390;73;122;0;Yoqci;x
8391;69;122;0;Diwkucpo;x
8392;67;122;0;Pusezland;x
8393;62;122;0;Hok;x
8394;58;122;0;Xenamite;x
8395;57;122;0;Vuyludix;x
8396;56;122;0;Poqku;x
8397;54;122;0;Qoywiva;x
8398;52;122;0;Ge;x
8399;47;122;0;Ladlematqo;x
8400;44;122;0;Buqvim;x
8401;42;122;0;Sibxutu;x
8402;38;122;0;Hogpakogqo;x
8403;37;122;0;Rayraga;x
8404;34;122;0;Gojofzuwhe;x
8405;31;122;0;Yesroland;x
8406;25;122;0;Celjagdutwirland;x
8407;24;122;0;Cezovzelosland;x
8408;17;122;0;Joxbulref;x
8409;16;122;0;Midaxme;x
8410;0;122;0;Fownuc;x
8411;255;121;0;Kobimiffesko;x
8412;254;121;0;Seyobwih;x
8413;249;121;0;Kobmasox;x
8414;246;121;0;Vuzijegtij;x
8415;236;121;0;Gojlekzuland;x
8416;235;121;0;Vuxbud;x
8417;228;121;0;Vuvmikdal;x
8418;227;121;0;Ja;x
8419;221;121;0;Qugowkahe;x
8420;217;121;0;Majzom;x
8421;203;121;0;Wexukat;x
8422;199;121;0;Luq;x
8423;198;121;0;Womkik;x
8424;194;121;0;Co;x
8425;191;121;0;Vevgogteyla;x
8426;169;121;0;Mapirvewey;x
8427;166;121;0;Semya;x
8428;165;121;0;Cadmogaw;x
8429;162;121;0;Dosqugiza;x
8430;161;121;0;Lugpah;x
8431;156;121;0;Medtesiland;x
8432;154;121;0;Kudisgu;x
8433;148;121;0;Jatpeblid;x
8434;143;121;0;Jedejwoz;x
8435;139;121;0;Fojbanna;x
8436;133;121;0;Fulrijej;x
8437;131;121;0;Nudasfu;x
8438;126;121;0;Vapum;x
8439;115;121;0;Qel;x
8440;109;121;0;Xicucnep;x
8441;99;121;0;Tiluctelqis;x
8442;98;121;0;Gufehzizyat;x
8443;97;121;0;Nufokuljo;x
8444;96;121;0;Sahqenleho;x
8445;88;121;0;Sapubnoland;x
8446;77;121;0;Cixhijsokegim;x
8447;76;121;0;Nesloqjuf;x
8448;75;121;0;Vifdod;x
8449;71;121;0;Yedijdemab;x
8450;64;121;0;Bofuruh;x
8451;60;121;0;Liqcegowiland;x
8452;54;121;0;Ditu;x
8453;48;121;0;Jaqidab;x
8454;43;121;0;Meluzoza;x
8455;39;121;0;Xurvini;x
8456;36;121;0;Nuk;x
8457;23;121;0;Rezwobizi;x
8458;18;121;0;Nagdakku;x
8459;13;121;0;Settog;x
8460;3;121;0;Xesolsib;x
8461;255;120;0;Hiwmo;x
8462;254;120;0;Na;x
8463;251;120;0;Kivutpil;x
8464;249;120;0;Jipcuj;x
8465;236;120;0;Zubxujse;x
8466;235;120;0;Cotlawotci;x
8467;234;120;0;Ruknequc;x
8468;228;120;0;Lureyrezgut;x
8469;224;120;0;Piferi;x
8470;218;120;0;Pitaj;x
8471;214;120;0;Yuzpalunwe;x
8472;210;120;0;Jomgiweja;x
8473;207;120;0;Nowiland;x
8474;204;120;0;Tiztubop;x
8475;200;120;0;Sadokmu;x
8476;199;120;0;Ripiki;x
8477;192;120;0;Suxtipkaland;x
8478;190;120;0;Gichijobbe;x
8479;185;120;0;Cizep;x
8480;165;120;0;Zotox;x
8481;164;120;0;Xuknarcedak;x
8482;163;120;0;Matuzridec;x
8483;161;120;0;Yuclurheyo;x
8484;142;120;0;Neduya;x
8485;133;120;0;Hebsomnoxoyi;x
8486;132;120;0;Helbejosgaland;x
8487;129;120;0;Ziczi;x
8488;125;120;0;Liwsiwpi;x
8489;122;120;0;Cileqquqdohew;x
8490;121;120;0;Vipajax;x
8491;112;120;0;Suzixnuglep;x
8492;101;120;0;Risvungixa;x
8493;95;120;0;Gamer;x
8494;86;120;0;Sewtib;x
8495;85;120;0;Voqi;x
8496;84;120;0;Weyo;x
8497;80;120;0;Qekfufxogab;x
8498;73;120;0;Ciji;x
8499;72;120;0;Luveh;x
8500;62;120;0;Posoqo;x
8501;57;120;0;Jevfo;x
8502;56;120;0;Vap;x
8503;55;120;0;Faquryil;x
8504;54;120;0;Zixsavico;x
8505;47;120;0;Rinrugzi;x
8506;46;120;0;Hudazli;x
8507;44;120;0;Futemahu;x
8508;43;120;0;Giqdebtinop;x
8509;33;120;0;Lojiqufyiskav;x
8510;26;120;0;Mivog;x
8511;24;120;0;Wohizbuto;x
8512;17;120;0;Yuvpivvik;x
8513;14;120;0;Cutlewhonucay;x
8514;12;120;0;Duculi;x
8515;8;120;0;Xuyranje;x
8516;254;119;0;Yiwdokomkanzog;x
8517;242;119;0;Lozvulekland;x
8518;241;119;0;Wux;x
8519;235;119;0;Niqur;x
8520;232;119;0;Vuftetudez;x
8521;218;119;0;Xizujof;x
8522;210;119;0;Hohnunos;x
8523;207;119;0;Bentalonsuzland;x
8524;198;119;0;Wizfuvu;x
8525;194;119;0;Wivkefa;x
8526;191;119;0;Nukij;x
8527;190;119;0;Xujo;x
8528;187;119;0;Jemkareg;x
8529;186;119;0;Xulgasu;x
8530;178;119;0;Guspofland;x
8531;176;119;0;Xesmose;x
8532;168;119;0;Zekcecayhuz;x
8533;164;119;0;Poxov;x
8534;160;119;0;Kamfojhahi;x
8535;157;119;0;Jekaru;x
8536;139;119;0;Dayne;x
8537;118;119;0;Felki;x
8538;112;119;0;Dejis;x
8539;102;119;0;Wuruttaland;x
8540;100;119;0;Lonpecgigxuvig;x
8541;98;119;0;Zara;x
8542;97;119;0;Ricneselilsuz;x
8543;92;119;0;Gutaggul;x
8544;81;119;0;Zoquhsejed;x
8545;75;119;0;Caksapopeqri;x
8546;70;119;0;Fumidovtifid;x
8547;67;119;0;Kahgovomboj;x
8548;63;119;0;Qanqin;x
8549;57;119;0;Hufuh;x
8550;55;119;0;Mesdiyapland;x
8551;44;119;0;Cugihop;x
8552;41;119;0;Lelsafid;x
8553;29;119;0;Giynohicfaq;x
8554;22;119;0;Zejkoroxland;x
8555;20;119;0;Bizay;x
8556;17;119;0;Hotqut;x
8557;14;119;0;Wexmi;x
8558;13;119;0;Joguboqu;x
8559;10;119;0;Cexritosa;x
8560;8;119;0;Pekis;x
8561;7;119;0;Foto;x
8562;5;119;0;Gije;x
8563;253;118;0;Kexhat;x
8564;251;118;0;Zuxrulces;x
8565;250;118;0;Gejewiso;x
8566;246;118;0;Mobnef;x
8567;244;118;0;Woztorqojzu;x
8568;242;118;0;Surdunago;x
8569;235;118;0;Yebjurqi;x
8570;233;118;0;Sibvuz;x
8571;213;118;0;Bise;x
8572;212;118;0;Mehgolol;x
8573;203;118;0;Zegru;x
8574;201;118;0;Ci;x
8575;194;118;0;Sajiw;x
8576;193;118;0;Wixnubye;x
8577;191;118;0;Piqvucsay;x
8578;189;118;0;Nobnalwo;x
8579;186;118;0;Ne;x
8580;184;118;0;Witmipoqpenland;x
8581;183;118;0;Qexete;x
8582;182;118;0;Sowyo;x
8583;169;118;0;Hoxfiw;x
8584;164;118;0;Xosnindumef;x
8585;152;118;0;Poqaxhiw;x
8586;148;118;0;Kadsurwam;x
8587;135;118;0;Giddeland;x
8588;129;118;0;Rehehah;x
8589;122;118;0;Qaznihni;x
8590;119;118;0;Xuwavwitef;x
8591;117;118;0;Ta;x
8592;114;118;0;Basmuxexjob;x
8593;113;118;0;Xeqzoqu;x
8594;106;118;0;Dehez;x
8595;95;118;0;Gopcozalbi;x
8596;89;118;0;Buxpalland;x
8597;87;118;0;Mazigdih;x
8598;79;118;0;Lenji;x
8599;78;118;0;Sekikcih;x
8600;76;118;0;Gozontewpi;x
8601;65;118;0;Tawsuqehco;x
8602;63;118;0;Rusakeju;x
8603;58;118;0;Widma;x
8604;56;118;0;Teqreta;x
8605;45;118;0;Sacaw;x
8606;37;118;0;Jotenoje;x
8607;34;118;0;Wosqad;x
8608;22;118;0;Qexotexway;x
8609;16;118;0;Vukewofaw;x
8610;7;118;0;Zi;x
8611;5;118;0;Qatxilwupek;x
8612;2;118;0;Nicifraland;x
8613;246;117;0;Siysejfatuk;x
8614;245;117;0;Cedevu;x
8615;244;117;0;Ligxenax;x
8616;242;117;0;Tafdug;x
8617;241;117;0;Bejafetpazwik;x
8618;220;117;0;Funaland;x
8619;214;117;0;Deyvilso;x
8620;213;117;0;Katogoj;x
8621;206;117;0;Gujajnuxaland;x
8622;200;117;0;Hucusiqland;x
8623;196;117;0;Hildicco;x
8624;193;117;0;Casew;x
8625;190;117;0;Rindajsod;x
8626;178;117;0;No;x
8627;175;117;0;Zigurojoq;x
8628;169;117;0;Bowtofuwxas;x
8629;166;117;0;Nuqxob;x
8630;165;117;0;Gihwo;x
8631;162;117;0;Pafhik;x
8632;159;117;0;Zolsiga;x
8633;146;117;0;Qezaland;x
8634;142;117;0;Nunafeleqsu;x
8635;139;117;0;Vawcitpenir;x
8636;136;117;0;Rufizge;x
8637;128;117;0;Lisubgicampu;x
8638;127;117;0;Muxusi;x
8639;126;117;0;Toqazaz;x
8640;125;117;0;Zubyucowgob;x
8641;123;117;0;Seko;x
8642;120;117;0;Nosaki;x
8643;101;117;0;Qavavzaxjoh;x
8644;98;117;0;Qaxokveba;x
8645;97;117;0;Tijjigsemluj;x
8646;96;117;0;Joho;x
8647;89;117;0;Yuferqinqil;x
8648;78;117;0;Futheleyuvov;x
8649;77;117;0;Guheguk;x
8650;76;117;0;Lonervage;x
8651;73;117;0;Depezlubifed;x
8652;68;117;0;Roggo;x
8653;63;117;0;Lalad;x
8654;58;117;0;Jekijxab;x
8655;56;117;0;Rohebvupwin;x
8656;53;117;0;Nefiland;x
8657;36;117;0;Hagrinyehlocirland;x
8658;25;117;0;Sup;x
8659;24;117;0;Hujiqqeywo;x
8660;13;117;0;Vofamjeqsum;x
8661;231;116;0;Mitumkebi;x
8662;222;116;0;Kiyu;x
8663;221;116;0;Tisemnaboyod;x
